timestamp,station_code,equipment_code,equipment_type,equipment_name,status,health_score,load_percentage,equipment_temperature_c,runtime_hours,vibration_level,fault_code,data_source
2016-01-01 00:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.2368345323741,84.53956834532374,68.67107913669065,4000.0,2.8134892086330936,NONE,SIMULATED_OPERATIONAL
2016-01-01 00:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.2368345323741,84.53956834532374,68.67107913669065,4000.0,3.1134892086330934,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 00:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,46.76,50.2872,4000.0,1.869,NONE,SIMULATED_OPERATIONAL
2016-01-01 00:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.205755395683454,35.06469064748202,4000.0,1.7551438848920864,NONE,SIMULATED_OPERATIONAL
2016-01-01 01:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.28748201438849,83.90647482014388,68.49381294964029,4000.98,2.797661870503597,NONE,SIMULATED_OPERATIONAL
2016-01-01 01:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.28748201438849,83.90647482014388,68.49381294964029,4000.98,3.0976618705035968,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 01:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,46.32,50.1904,4000.98,1.858,NONE,SIMULATED_OPERATIONAL
2016-01-01 01:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.1136690647482,35.05364028776978,4000.98,1.752841726618705,NONE,SIMULATED_OPERATIONAL
2016-01-01 02:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.31913669064748,83.51079136690646,68.38302158273382,4001.96,2.787769784172662,NONE,SIMULATED_OPERATIONAL
2016-01-01 02:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.31913669064748,83.51079136690646,68.38302158273382,4001.96,3.0877697841726617,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 02:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,46.98,50.3356,4001.96,1.8744999999999998,NONE,SIMULATED_OPERATIONAL
2016-01-01 02:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.05611510791367,35.04673381294964,4001.96,1.7514028776978416,NONE,SIMULATED_OPERATIONAL
2016-01-01 03:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.28115107913669,83.98561151079136,68.51597122302158,4002.94,2.799640287769784,NONE,SIMULATED_OPERATIONAL
2016-01-01 03:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.28115107913669,83.98561151079136,68.51597122302158,4002.94,3.099640287769784,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 03:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.88,50.0936,4002.94,1.847,NONE,SIMULATED_OPERATIONAL
2016-01-01 03:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.12517985611511,35.055021582733815,4002.94,1.7531294964028779,NONE,SIMULATED_OPERATIONAL
2016-01-01 04:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.31280575539569,83.58992805755395,68.40517985611511,4003.92,2.789748201438849,NONE,SIMULATED_OPERATIONAL
2016-01-01 04:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.31280575539569,83.58992805755395,68.40517985611511,4003.92,3.089748201438849,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 04:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,47.64,50.4808,4003.92,1.891,NONE,SIMULATED_OPERATIONAL
2016-01-01 04:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.06762589928057,35.04811510791367,4003.92,1.7516906474820142,NONE,SIMULATED_OPERATIONAL
2016-01-01 05:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.2368345323741,84.53956834532374,68.67107913669065,4004.9,2.8134892086330936,NONE,SIMULATED_OPERATIONAL
2016-01-01 05:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.2368345323741,84.53956834532374,68.67107913669065,4004.9,3.1134892086330934,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 05:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.44,49.9968,4004.9,1.8359999999999999,NONE,SIMULATED_OPERATIONAL
2016-01-01 05:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.205755395683454,35.06469064748202,4004.9,1.7551438848920864,NONE,SIMULATED_OPERATIONAL
2016-01-01 06:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.28115107913669,83.98561151079136,68.51597122302158,4005.88,2.799640287769784,NONE,SIMULATED_OPERATIONAL
2016-01-01 06:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.28115107913669,83.98561151079136,68.51597122302158,4005.88,3.099640287769784,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 06:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,46.54,50.2388,4005.88,1.8635,NONE,SIMULATED_OPERATIONAL
2016-01-01 06:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.12517985611511,35.055021582733815,4005.88,1.7531294964028779,NONE,SIMULATED_OPERATIONAL
2016-01-01 07:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.76230215827339,77.97122302158273,66.83194244604317,4006.86,2.649280575539568,NONE,SIMULATED_OPERATIONAL
2016-01-01 07:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.76230215827339,77.97122302158273,66.83194244604317,4006.86,2.949280575539568,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 07:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4006.86,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 07:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,41.250359712230214,34.950043165467626,4006.86,1.7312589928057553,NONE,SIMULATED_OPERATIONAL
2016-01-01 08:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.31913669064748,83.51079136690646,68.38302158273382,4007.84,2.787769784172662,NONE,SIMULATED_OPERATIONAL
2016-01-01 08:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.31913669064748,83.51079136690646,68.38302158273382,4007.84,3.0877697841726617,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 08:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4007.84,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 08:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.05611510791367,35.04673381294964,4007.84,1.7514028776978416,NONE,SIMULATED_OPERATIONAL
2016-01-01 09:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.28115107913669,83.98561151079136,68.51597122302158,4008.82,2.799640287769784,NONE,SIMULATED_OPERATIONAL
2016-01-01 09:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.28115107913669,83.98561151079136,68.51597122302158,4008.82,3.099640287769784,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 09:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4008.82,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 09:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.12517985611511,35.055021582733815,4008.82,1.7531294964028779,NONE,SIMULATED_OPERATIONAL
2016-01-01 10:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.35079136690648,83.11510791366906,68.27223021582734,4009.8,2.777877697841727,NONE,SIMULATED_OPERATIONAL
2016-01-01 10:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.35079136690648,83.11510791366906,68.27223021582734,4009.8,3.0778776978417266,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 10:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4009.8,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 10:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,41.99856115107914,35.0398273381295,4009.8,1.7499640287769784,NONE,SIMULATED_OPERATIONAL
2016-01-01 11:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.02791366906474,87.15107913669065,69.40230215827339,4010.78,2.8787769784172665,NONE,SIMULATED_OPERATIONAL
2016-01-01 11:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.02791366906474,87.15107913669065,69.40230215827339,4010.78,3.1787769784172664,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 11:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4010.78,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 11:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.58561151079137,35.11027338129497,4010.78,1.7646402877697842,NONE,SIMULATED_OPERATIONAL
2016-01-01 12:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.2368345323741,84.53956834532374,68.67107913669065,4011.76,2.8134892086330936,NONE,SIMULATED_OPERATIONAL
2016-01-01 12:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.2368345323741,84.53956834532374,68.67107913669065,4011.76,3.1134892086330934,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 12:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4011.76,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 12:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.205755395683454,35.06469064748202,4011.76,1.7551438848920864,NONE,SIMULATED_OPERATIONAL
2016-01-01 13:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.28115107913669,83.98561151079136,68.51597122302158,4012.74,2.799640287769784,NONE,SIMULATED_OPERATIONAL
2016-01-01 13:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.28115107913669,83.98561151079136,68.51597122302158,4012.74,3.099640287769784,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 13:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4012.74,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 13:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.12517985611511,35.055021582733815,4012.74,1.7531294964028779,NONE,SIMULATED_OPERATIONAL
2016-01-01 14:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.62302158273381,79.71223021582733,67.31942446043166,4013.72,2.6928057553956837,NONE,SIMULATED_OPERATIONAL
2016-01-01 14:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.62302158273381,79.71223021582733,67.31942446043166,4013.72,2.9928057553956835,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 14:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4013.72,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 14:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,41.50359712230216,34.98043165467626,4013.72,1.737589928057554,NONE,SIMULATED_OPERATIONAL
2016-01-01 15:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.19884892086331,85.01438848920864,68.80402877697843,4014.7,2.825359712230216,NONE,SIMULATED_OPERATIONAL
2016-01-01 15:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.19884892086331,85.01438848920864,68.80402877697843,4014.7,3.1253597122302157,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 15:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4014.7,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 15:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.274820143884895,35.072978417266185,4014.7,1.7568705035971224,NONE,SIMULATED_OPERATIONAL
2016-01-01 16:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.2368345323741,84.53956834532374,68.67107913669065,4015.68,2.8134892086330936,NONE,SIMULATED_OPERATIONAL
2016-01-01 16:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.2368345323741,84.53956834532374,68.67107913669065,4015.68,3.1134892086330934,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 16:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4015.68,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 16:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.205755395683454,35.06469064748202,4015.68,1.7551438848920864,NONE,SIMULATED_OPERATIONAL
2016-01-01 17:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.2368345323741,84.53956834532374,68.67107913669065,4016.66,2.8134892086330936,NONE,SIMULATED_OPERATIONAL
2016-01-01 17:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.2368345323741,84.53956834532374,68.67107913669065,4016.66,3.1134892086330934,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 17:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4016.66,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 17:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.205755395683454,35.06469064748202,4016.66,1.7551438848920864,NONE,SIMULATED_OPERATIONAL
2016-01-01 18:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.2368345323741,84.53956834532374,68.67107913669065,4017.64,2.8134892086330936,NONE,SIMULATED_OPERATIONAL
2016-01-01 18:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.2368345323741,84.53956834532374,68.67107913669065,4017.64,3.1134892086330934,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 18:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4017.64,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 18:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.205755395683454,35.06469064748202,4017.64,1.7551438848920864,NONE,SIMULATED_OPERATIONAL
2016-01-01 19:00:00,MAITRI,GEN-M01,GENERATOR,Diesel Generator 1,OPERATIONAL,93.2368345323741,84.53956834532374,68.67107913669065,4018.62,2.8134892086330936,NONE,SIMULATED_OPERATIONAL
2016-01-01 19:00:00,MAITRI,GEN-M02,GENERATOR,Diesel Generator 2,WARNING,77.2368345323741,84.53956834532374,68.67107913669065,4018.62,3.1134892086330934,PERF_DEGRADED,SIMULATED_OPERATIONAL
2016-01-01 19:00:00,MAITRI,HTR-M01,HEATING,Main Heating System,OPERATIONAL,91.0,45.0,49.9,4018.62,1.825,NONE,SIMULATED_OPERATIONAL
2016-01-01 19:00:00,MAITRI,COM-M01,COMMUNICATION,Satellite Communication System,OPERATIONAL,97.0,42.205755395683454,35.06469064748202,4018.62,1.7551438848920864,NONE,SIMULATED_OPERATIONAL
