timestamp,station_code,solar_generation_kw,wind_generation_kw,generator_generation_kw,total_generation_kw,total_consumption_kw,power_balance_kw,battery_level_kwh,battery_percentage,generator_load_pct,generator_efficiency_pct,data_source
2026-01-01 00:00:00,BHARATI,0.0,51.355921071725504,332.3479312751849,383.7038523469104,383.7038523469104,0.0,1440.0,72.0,41.543491409398115,42.0,SIMULATED_OPERATIONAL
2026-01-01 01:00:00,BHARATI,0.0,67.42863374100129,325.2623200736747,392.690953814676,392.690953814676,0.0,1440.0,72.0,40.657790009209336,42.0,SIMULATED_OPERATIONAL
2026-01-01 02:00:00,BHARATI,0.0,89.87590874026469,304.49960804006525,394.3755167803299,394.3755167803299,0.0,1440.0,72.0,38.06245100500816,42.0,SIMULATED_OPERATIONAL
2026-01-01 03:00:00,BHARATI,0.0,94.29964364261521,290.600503852439,384.90014749505417,384.90014749505417,0.0,1440.0,72.0,36.32506298155487,42.0,SIMULATED_OPERATIONAL
2026-01-01 04:00:00,BHARATI,0.0,78.32819603365938,314.18487185994695,392.5130678936063,392.5130678936063,0.0,1440.0,72.0,39.27310898249337,42.0,SIMULATED_OPERATIONAL
2026-01-01 05:00:00,BHARATI,0.0,69.02990798613683,325.24357632604824,394.2734843121851,394.2734843121851,0.0,1440.0,72.0,40.65544704075603,42.0,SIMULATED_OPERATIONAL
2026-01-01 06:00:00,BHARATI,0.0,53.54639643750248,337.6426929465195,391.189089384022,391.189089384022,0.0,1440.0,72.0,42.20533661831494,42.0,SIMULATED_OPERATIONAL
2026-01-01 07:00:00,BHARATI,10.676285610478981,36.464308167552915,371.8509355458256,418.99152932385755,418.99152932385755,0.0,1440.0,72.0,46.4813669432282,42.0,SIMULATED_OPERATIONAL
2026-01-01 08:00:00,BHARATI,20.624999999999996,31.15445347655029,368.2142067366196,419.99366021316985,419.9936602131699,-5.684341886080802e-14,1440.0,72.0,46.02677584207745,42.0,SIMULATED_OPERATIONAL
2026-01-01 09:00:00,BHARATI,29.168154723945086,33.58477729224686,358.47166794430365,421.2245999604956,421.2245999604956,0.0,1440.0,72.0,44.808958493037956,42.0,SIMULATED_OPERATIONAL
2026-01-01 10:00:00,BHARATI,35.723547906108095,31.6640722152905,352.49228150019445,419.87990162159304,419.87990162159304,0.0,1440.0,72.0,44.061535187524306,42.0,SIMULATED_OPERATIONAL
2026-01-01 11:00:00,BHARATI,39.84444033442407,30.423193028966654,306.95335138010023,377.22098474349093,377.22098474349093,0.0,1440.0,72.0,38.36916892251253,42.0,SIMULATED_OPERATIONAL
2026-01-01 12:00:00,BHARATI,41.25,31.176879163034467,307.8699585335684,380.2968376966029,380.2968376966029,0.0,1440.0,72.0,38.48374481669605,42.0,SIMULATED_OPERATIONAL
2026-01-01 13:00:00,BHARATI,39.84444033442407,30.3516217183899,309.01712816694845,379.2131902197624,379.2131902197624,0.0,1440.0,72.0,38.62714102086856,42.0,SIMULATED_OPERATIONAL
2026-01-01 14:00:00,BHARATI,35.723547906108095,48.63500546168759,307.8995151707337,392.2580685385294,392.25806853852936,5.684341886080802e-14,1440.0,72.0,38.48743939634171,42.0,SIMULATED_OPERATIONAL
2026-01-01 15:00:00,BHARATI,29.16815472394509,64.33826683403436,297.89843797451135,391.40485953249083,391.4048595324908,5.684341886080802e-14,1440.0,72.0,37.23730474681392,42.0,SIMULATED_OPERATIONAL
2026-01-01 16:00:00,BHARATI,20.624999999999996,73.52754169003279,300.754300004391,394.90684169442375,394.90684169442375,0.0,1440.0,72.0,37.59428750054887,42.0,SIMULATED_OPERATIONAL
2026-01-01 17:00:00,BHARATI,10.676285610478994,76.45712838765755,307.2980729969645,394.43148699510107,394.431486995101,5.684341886080802e-14,1440.0,72.0,38.41225912462056,42.0,SIMULATED_OPERATIONAL
2026-01-01 18:00:00,BHARATI,5.051668046482832e-15,81.32023712941665,348.81844876773664,430.1386858971533,430.1386858971533,0.0,1440.0,72.0,43.60230609596708,42.0,SIMULATED_OPERATIONAL
2026-01-01 19:00:00,BHARATI,0.0,89.8000392048731,347.4177555809825,437.2177947858556,437.2177947858556,0.0,1440.0,72.0,43.42721944762281,42.0,SIMULATED_OPERATIONAL
2026-01-01 20:00:00,BHARATI,0.0,86.17642913401411,352.7676896608118,438.94411879482595,438.94411879482595,0.0,1440.0,72.0,44.095961207601476,42.0,SIMULATED_OPERATIONAL
2026-01-01 21:00:00,BHARATI,0.0,87.52878776322011,344.499586472643,432.0283742358631,432.0283742358631,0.0,1440.0,72.0,43.062448309080374,42.0,SIMULATED_OPERATIONAL
2026-01-01 22:00:00,BHARATI,0.0,97.2678073810055,352.200617492256,449.4684248732615,449.46842487326154,-5.684341886080802e-14,1440.0,72.0,44.025077186532,42.0,SIMULATED_OPERATIONAL
2026-01-01 23:00:00,BHARATI,0.0,100.7874080019469,296.7610263072703,397.5484343092172,397.5484343092172,0.0,1440.0,72.0,37.09512828840879,42.0,SIMULATED_OPERATIONAL
2026-01-02 00:00:00,BHARATI,0.0,90.4999357220642,308.11690840072487,398.6168441227891,398.6168441227891,0.0,1440.0,72.0,38.51461355009061,42.0,SIMULATED_OPERATIONAL
2026-01-02 01:00:00,BHARATI,0.0,114.79593747833411,298.37539814285384,413.17133562118795,413.17133562118795,0.0,1440.0,72.0,37.29692476785673,42.0,SIMULATED_OPERATIONAL
2026-01-02 02:00:00,BHARATI,0.0,103.31970507922038,291.3090542841256,394.628759363346,394.628759363346,0.0,1440.0,72.0,36.4136317855157,42.0,SIMULATED_OPERATIONAL
2026-01-02 03:00:00,BHARATI,0.0,81.93835875658792,309.5253295747584,391.46368833134636,391.46368833134636,0.0,1440.0,72.0,38.6906661968448,42.0,SIMULATED_OPERATIONAL
2026-01-02 04:00:00,BHARATI,0.0,76.75561031570382,323.7945989232916,400.5502092389954,400.5502092389954,0.0,1440.0,72.0,40.47432486541145,42.0,SIMULATED_OPERATIONAL
2026-01-02 05:00:00,BHARATI,0.0,85.53082015334743,302.492475592328,388.02329574567545,388.02329574567545,0.0,1440.0,72.0,37.811559449041,42.0,SIMULATED_OPERATIONAL
2026-01-02 06:00:00,BHARATI,0.0,78.18724936964574,309.72050895426344,387.9077583239092,387.9077583239092,0.0,1440.0,72.0,38.71506361928293,42.0,SIMULATED_OPERATIONAL
2026-01-02 07:00:00,BHARATI,10.676285610478981,61.85239603088502,367.31126588592593,439.83994752728995,439.83994752728995,0.0,1440.0,72.0,45.91390823574075,42.0,SIMULATED_OPERATIONAL
2026-01-02 08:00:00,BHARATI,20.624999999999996,54.492445648157926,340.9004386212999,416.0178842694578,416.0178842694578,0.0,1440.0,72.0,42.612554827662485,42.0,SIMULATED_OPERATIONAL
2026-01-02 09:00:00,BHARATI,29.168154723945086,39.73219494557614,366.3632894007912,435.2636390703124,435.26363907031237,5.684341886080802e-14,1440.0,72.0,45.7954111750989,42.0,SIMULATED_OPERATIONAL
2026-01-02 10:00:00,BHARATI,35.723547906108095,32.05618111866615,357.8534233230819,425.63315234785614,425.63315234785614,0.0,1440.0,72.0,44.73167791538524,42.0,SIMULATED_OPERATIONAL
2026-01-02 11:00:00,BHARATI,39.84444033442407,34.68102704618247,306.7065042996592,381.2319716802657,381.2319716802657,0.0,1440.0,72.0,38.3383130374574,42.0,SIMULATED_OPERATIONAL
2026-01-02 12:00:00,BHARATI,41.25,35.12566948179344,308.6708755241955,385.04654500598895,385.0465450059889,5.684341886080802e-14,1440.0,72.0,38.583859440524435,42.0,SIMULATED_OPERATIONAL
