timestamp,station_code,temperature_c,air_pressure_hpa,humidity_pct,wind_speed_source_unit,wind_direction_deg,wind_resource_index,data_source,total_consumption_kw,generator_load_pct,battery_percentage,fuel_percentage,fuel_consumption_rate_lph,estimated_runtime_hours,temperature_c_change_1h,temperature_c_rolling_6h_mean,total_consumption_kw_change_1h,total_consumption_kw_rolling_6h_mean,generator_load_pct_change_1h,generator_load_pct_rolling_6h_mean,battery_percentage_change_1h,battery_percentage_rolling_6h_mean,fuel_percentage_change_1h,fuel_percentage_rolling_6h_mean,fuel_consumption_rate_lph_change_1h,fuel_consumption_rate_lph_rolling_6h_mean,hours_since_timestamp_start
2026-01-01 00:00:00,BHARATI,2.111666666666667,980.06,46.46666666666667,9.088333333333333,75.00418067924062,0.31190209946205005,DERIVED_ML_FEATURE,383.7038523469104,41.543491409398115,72.0,76.01074631691274,189.25368308725805,401.63417206452425,,2.111666666666667,,383.7038523469104,,41.543491409398115,,72.0,,76.01074631691274,,189.25368308725805,0
2026-01-01 01:00:00,BHARATI,2.68,980.01,42.27166666666667,12.238333333333333,73.27184304870616,0.42000680659267076,DERIVED_ML_FEATURE,392.690953814676,40.657790009209336,72.0,75.82552749575969,185.21882115306474,409.3834904234571,0.5683333333333334,2.3958333333333335,8.98710146776557,388.1974030807932,-0.8857014001887791,41.100640709303725,0.0,72.0,-0.18521882115305743,75.91813690633622,-4.034861934193316,187.2362521201614,1
2026-01-01 02:00:00,BHARATI,3.125,979.7366666666668,40.32666666666667,15.958333333333334,81.76720124903056,0.5476733178707371,DERIVED_ML_FEATURE,394.3755167803299,38.06245100500816,72.0,75.65213188562576,173.39561013392603,436.2978499120832,0.44499999999999984,2.638888888888889,1.6845629656539245,390.2567743139721,-2.595339004201179,40.08791080787187,0.0,72.0,-0.17339561013392313,75.82946856609941,-11.82321101913871,182.62270479141625,2
2026-01-01 03:00:00,BHARATI,3.771666666666667,979.625,39.041666666666664,16.63,83.48334831979918,0.5707242157403879,DERIVED_ML_FEATURE,384.90014749505417,36.32506298155487,72.0,75.48665104315423,165.48084247152775,456.16549877151056,0.646666666666667,2.9220833333333336,-9.475369285275747,388.9176176092426,-1.7373880234532848,39.14719885129262,0.0,72.0,-0.16548084247153838,75.7437641853631,-7.914767662398276,178.33723921144414,3
2026-01-01 04:00:00,BHARATI,4.14,979.6566666666666,43.85166666666667,14.118333333333334,64.5988061670297,0.48452644132459677,DERIVED_ML_FEATURE,392.5130678936063,39.27310898249337,72.0,75.3077402133451,178.91082980913646,420.9233185810161,0.36833333333333274,3.1656666666666666,7.6129203985521485,389.63670766611534,2.948046000938497,39.172380877532774,0.0,72.0,-0.17891082980912643,75.6565593909595,13.429987337608708,178.4519573309826,4
2026-01-01 05:00:00,BHARATI,4.5216666666666665,979.8266666666666,45.17666666666666,12.525,54.415035520140236,0.4298449069241347,DERIVED_ML_FEATURE,394.2734843121851,40.65544704075603,72.0,75.12253206571499,185.2081476301108,405.61137847858754,0.3816666666666668,3.391666666666667,1.7604164185787567,390.40950377379363,1.3823380582626612,39.419558571403314,0.0,72.0,-0.18520814763010662,75.56755483675208,6.297317820974342,179.57798904750396,5
2026-01-01 06:00:00,BHARATI,4.828333333333333,980.02,44.16166666666666,9.553333333333335,47.66696607050204,0.3278604133718084,DERIVED_ML_FEATURE,391.189089384022,42.20533661831494,72.0,74.93026331000932,192.26875570565693,389.71627519512117,0.30666666666666664,3.8444444444444437,-3.0843949281630785,391.65704327997895,1.5498895775589077,39.529866106222784,0.0,72.0,-0.19226875570566904,75.38747433560151,7.060608075546128,180.08050115057043,6
2026-01-01 07:00:00,BHARATI,5.211666666666667,980.005,40.44666666666667,5.401666666666667,29.237882337569374,0.18537955333880513,DERIVED_ML_FEATURE,418.99152932385755,46.4813669432282,72.0,74.71851486060127,211.74844940803956,352.86451952532883,0.38333333333333375,4.266388888888889,27.80243993983555,396.0404725315091,4.276030324913265,40.500462261892594,0.0,72.0,-0.2117484494080486,75.20297222974177,19.479693702382633,184.50210585973295,7
2026-01-01 08:00:00,BHARATI,5.158333333333333,980.1033333333334,39.85666666666667,3.6616666666666666,343.57933126482953,0.12566457225712893,DERIVED_ML_FEATURE,419.9936602131699,46.02677584207745,72.0,74.5088373262096,209.67753439168615,355.3496445977091,-0.05333333333333368,4.605277777777777,1.0021308893123546,400.31016310364913,-0.4545911011507542,41.82784973473748,0.0,72.0,-0.20967753439167325,75.01242313650575,-2.0709150163534105,190.54909323602627,8
2026-01-01 09:00:00,BHARATI,4.988333333333333,980.0550000000001,42.475,4.508333333333334,294.347046617571,0.15472128718959205,DERIVED_ML_FEATURE,421.2245999604956,44.808958493037956,72.0,74.30470762640799,204.12969980161736,364.0073330760821,-0.16999999999999993,4.808055555555556,1.2309397473256922,406.36423851455606,-1.2178173490394926,43.24183231998466,0.0,72.0,-0.20412969980161222,74.81543256704805,-5.547834590068788,196.9905694577079,9
